      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0           16.032          3        5.344,0        5.280,0        4.032        6.720      1.345,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.640          4       34.160,0       33.024,0       32.768       37.824      2.450,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.592          3       38.197,0       37.248,0       36.032       41.312      2.765,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.336          3        7.445,0        7.936,0        6.336        8.064        962,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.632          4       32.408,0       31.648,0       31.168       35.168      1.858,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.096          3       36.032,0       35.520,0       34.336       38.240      2.001,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.504,0        4.128        6.688      1.281,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       31.888,0       31.200       35.584      2.001,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.128          3       36.042,0       35.328,0       34.304       38.496      2.185,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.408,0        4.000        6.848      1.424,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.856          4       32.464,0       31.648,0       31.200       35.360      1.971,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.096          3       36.032,0       35.264,0       34.432       38.400      2.092,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.832          3        5.610,0        5.888,0        4.160        6.784      1.333,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.768          4       33.192,0       32.240,0       31.552       36.736      2.384,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          112.224          3       37.408,0       36.992,0       35.616       39.616      2.032,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.504,0        4.064        6.752      1.345,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.120          4       32.280,0       31.328,0       31.168       35.296      2.012,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.312          3       36.437,0       35.968,0       35.040       38.304      1.681,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.032          3        5.344,0        5.312,0        4.128        6.592      1.232,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       32.096,0       31.136       34.944      1.647,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.888          3       36.629,0       35.744,0       34.528       39.616      2.657,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.120          3        5.706,0        5.568,0        4.640        6.912      1.142,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.744,0       31.200       35.712      2.098,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.504          3       36.501,0       35.840,0       35.424       38.240      1.520,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.440,0        4.160        6.816      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.040          4       32.760,0       32.048,0       31.168       35.776      2.053,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.344          3       36.448,0       35.904,0       34.592       38.848      2.179,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.312,0        3.968        6.848      1.441,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          138.144          4       34.536,0       33.120,0       33.088       38.816      2.853,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.504          3       39.168,0       37.984,0       37.408       42.112      2.565,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.328          3        7.776,0        8.160,0        6.304        8.864      1.322,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.760          4       32.440,0       31.552,0       31.104       35.552      2.101,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.808,0       34.976       38.752      1.984,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.248,0        4.192        6.848      1.337,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.632          4       32.408,0       31.520,0       31.168       35.424      2.025,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.920          3       36.640,0       36.256,0       34.944       38.720      1.917,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.344,0        4.384        6.720      1.174,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          144.608          4       36.152,0       35.440,0       34.592       39.136      2.029,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.664          3       40.554,0       39.008,0       38.816       43.840      2.846,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.784          3        7.594,0        8.128,0        6.464        8.192        979,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.480          4       34.120,0       32.816,0       32.736       38.112      2.661,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.368          3       38.122,0       37.184,0       36.928       40.256      1.851,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.848          3        7.616,0        8.000,0        6.368        8.480      1.107,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.200          4       34.800,0       33.552,0       33.152       38.944      2.785,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.056          3       39.018,0       38.624,0       37.184       41.248      2.060,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.624          3        7.541,0        8.128,0        6.336        8.160      1.044,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          142.016          4       35.504,0       34.560,0       33.760       39.136      2.451,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          119.616          3       39.872,0       39.456,0       37.504       42.656      2.601,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        7.936,0        6.304        8.160      1.013,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.656          4       32.664,0       32.000,0       31.200       35.456      1.900,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.176          3       36.725,0       35.840,0       34.592       39.744      2.687,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.736          3        5.578,0        5.600,0        4.256        6.880      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.784          4       32.696,0       32.064,0       31.200       35.456      1.885,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.728          3       36.576,0       35.872,0       34.432       39.424      2.569,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.504,0        4.384        6.464      1.041,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.808          4       34.952,0       33.904,0       33.184       38.816      2.602,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.584          3       38.528,0       37.472,0       37.344       40.768      1.941,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.840          3        7.946,0        8.000,0        6.368        9.472      1.552,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.592          4       32.648,0       31.952,0       31.168       35.520      1.950,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.464          3       36.821,0       36.192,0       35.328       38.944      1.888,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.928          3        5.642,0        5.248,0        4.608        7.072      1.278,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.600          4       34.400,0       33.232,0       32.704       38.432      2.729,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.968          3       38.656,0       37.440,0       36.832       41.696      2.650,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.912          3        7.637,0        8.160,0        6.368        8.384      1.105,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          128.864          4       32.216,0       31.232,0       31.168       35.232      2.011,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.120          3       36.373,0       36.000,0       34.752       38.368      1.836,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.408,0        4.064        6.848      1.392,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          138.432          4       34.608,0       33.200,0       33.120       38.912      2.869,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          116.512          3       38.837,0       37.440,0       37.344       41.728      2.503,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.560          3        7.520,0        8.032,0        6.272        8.256      1.086,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.712          4       33.928,0       32.752,0       32.704       37.504      2.384,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.200          3       38.400,0       37.984,0       36.064       41.152      2.569,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.208          3        7.402,0        7.872,0        6.240        8.096      1.013,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.872          4       34.968,0       33.792,0       33.280       39.008      2.736,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.368          3       39.456,0       38.112,0       37.568       42.688      2.812,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
